tx_id,user_id,transaction_time,amount,type
TX_73,USER_113,2026-05-25 09:58:00,99.26,Digital Euro
TX_74,USER_130,2026-05-01 19:58:00,57.28,Digital Euro
TX_75,USER_131,2026-05-06 11:06:00,-10.21,SEPA
TX_76,USER_106,2026-05-01 23:33:00,132.95,SEPA
TX_77,USER_109,2026-05-15 00:08:00,-29.69,Card
TX_78,USER_128,2026-05-27 18:50:00,3.68,Card
TX_79,USER_140,2026-05-11 08:54:00,155.92,Card
TX_80,USER_101,2026-05-02 13:57:00,83.99,Card
TX_81,USER_125,2026-05-28 07:41:00,-147.64,Digital Euro
TX_82,USER_115,2026-05-14 09:54:00,46.52,Digital Euro
TX_83,USER_120,2026-05-03 12:06:00,-117.69,SEPA
TX_84,USER_143,2026-05-14 08:54:00,-87.38,Card
TX_85,USER_107,2026-05-22 22:15:00,19.38,Digital Euro
TX_86,USER_138,2026-05-01 00:14:00,2.25,Digital Euro
TX_87,USER_100,2026-05-28 11:16:00,102.83,Digital Euro
TX_88,USER_138,2026-05-15 19:14:00,199.37,SEPA
TX_89,USER_115,2026-05-23 04:06:00,95.09,SEPA
TX_90,USER_131,2026-05-10 12:52:00,113.73,Digital Euro
TX_91,USER_101,2026-05-15 19:56:00,-8.98,Digital Euro
TX_92,USER_149,2026-05-03 15:15:00,195.11,Card
TX_93,USER_146,2026-05-19 21:01:00,102.78,Digital Euro
TX_94,USER_101,2026-05-07 05:38:00,-19.24,Card
TX_95,USER_149,2026-05-26 07:11:00,141.46,Card
TX_96,USER_129,2026-05-23 08:06:00,137.91,SEPA
TX_97,USER_124,2026-05-14 08:19:00,16.34,Card
TX_98,USER_120,2026-05-21 01:22:00,103.02,Card
TX_99,USER_119,2026-05-17 23:04:00,167.57,Card
TX_100,USER_129,2026-05-05 08:14:00,147.67,Card
TX_101,USER_128,2026-05-18 16:07:00,132.82,SEPA
TX_102,USER_144,2026-05-27 16:14:00,-139.93,Digital Euro
TX_103,USER_110,2026-05-17 10:14:00,50.67,Card
TX_104,USER_115,2026-05-06 16:32:00,6.72,Digital Euro
TX_105,USER_107,2026-05-27 06:42:00,180.2,SEPA
TX_106,USER_106,2026-05-16 04:13:00,-103.26,SEPA
TX_107,USER_139,2026-05-12 11:08:00,-79.31,Card
TX_108,USER_111,2026-05-24 13:47:00,25.74,Digital Euro
TX_109,USER_141,2026-05-05 14:20:00,52.3,Digital Euro
TX_110,USER_109,2026-05-13 09:55:00,-38.4,Digital Euro
TX_111,USER_143,2026-05-13 14:24:00,47.49,SEPA
TX_112,USER_123,2026-05-16 12:51:00,121.89,Digital Euro
TX_113,USER_106,2026-05-18 08:46:00,8.96,SEPA
TX_114,USER_139,2026-05-27 09:59:00,-122.78,Card
TX_115,USER_105,2026-05-14 20:25:00,-23.31,Card
TX_116,USER_136,2026-05-13 20:45:00,184.24,Card
TX_117,USER_133,2026-05-28 09:15:00,48.33,Card
TX_118,USER_115,2026-05-16 13:37:00,180.03,Digital Euro
TX_119,USER_137,2026-05-11 15:43:00,90.57,SEPA
TX_120,USER_105,2026-05-15 06:50:00,-75.01,Digital Euro
TX_121,USER_103,2026-05-27 23:31:00,-45.13,Card
TX_122,USER_138,2026-05-04 05:51:00,182.4,Digital Euro
TX_123,USER_123,2026-05-26 10:13:00,146.13,Digital Euro
TX_124,USER_103,2026-05-03 03:18:00,-63.74,Digital Euro
TX_125,USER_149,2026-05-10 23:33:00,-135.28,SEPA
TX_126,USER_117,2026-05-13 11:44:00,157.74,Digital Euro
TX_127,USER_113,2026-05-20 14:46:00,-50.4,Card
TX_128,USER_149,2026-05-12 21:47:00,94.08,Card
TX_129,USER_114,2026-05-02 11:39:00,-148.14,SEPA
TX_130,USER_136,2026-05-15 20:38:00,159.34,Card
TX_131,USER_145,2026-05-01 18:33:00,26.88,SEPA
TX_132,USER_119,2026-05-16 22:23:00,161.96,SEPA
TX_133,USER_108,2026-05-24 15:45:00,109.79,Digital Euro
TX_134,USER_142,2026-05-18 23:45:00,180.55,Card
TX_135,USER_132,2026-05-20 21:35:00,-64.96,Digital Euro
TX_136,USER_104,2026-05-12 11:44:00,22.3,Digital Euro
TX_137,USER_140,2026-05-12 01:09:00,120.96,Digital Euro
TX_138,USER_139,2026-05-27 00:18:00,160.14,SEPA
TX_139,USER_118,2026-05-16 10:00:00,-38.92,Digital Euro
TX_140,USER_138,2026-05-17 15:28:00,137.3,SEPA
TX_141,USER_105,2026-05-09 09:48:00,-107.11,Card
TX_142,USER_141,2026-05-04 14:56:00,-110.1,Card
TX_143,USER_114,2026-05-24 14:45:00,-25.85,Digital Euro
TX_144,USER_141,2026-05-17 11:05:00,89.61,Digital Euro
TX_145,USER_116,2026-05-11 16:50:00,11.02,Card
TX_146,USER_107,2026-05-04 07:14:00,136.32,Card
TX_147,USER_112,2026-05-03 23:11:00,-30.11,Digital Euro
TX_148,USER_136,2026-05-23 10:32:00,-1.3,Digital Euro
TX_149,USER_144,2026-05-25 05:11:00,-3.49,Digital Euro
TX_150,USER_149,2026-05-17 05:45:00,-111.88,SEPA
TX_151,USER_128,2026-05-14 04:21:00,190.52,SEPA
TX_152,USER_133,2026-05-22 01:02:00,95.29,SEPA
TX_153,USER_136,2026-05-03 19:40:00,-122.51,Card
TX_154,USER_149,2026-05-21 20:11:00,-116.87,SEPA
TX_155,USER_138,2026-05-23 12:04:00,110.73,Card
TX_156,USER_114,2026-05-23 15:20:00,78.76,Digital Euro
TX_157,USER_123,2026-05-13 02:54:00,-97.2,Digital Euro
TX_158,USER_138,2026-05-09 11:17:00,191.75,Digital Euro
TX_159,USER_139,2026-05-06 12:34:00,-16.4,Card
TX_160,USER_105,2026-05-14 20:39:00,148.99,SEPA
TX_161,USER_133,2026-05-12 11:43:00,-33.6,Digital Euro
TX_162,USER_115,2026-05-21 19:23:00,-60.21,Digital Euro
TX_163,USER_122,2026-05-26 05:57:00,1.92,SEPA
TX_164,USER_119,2026-05-08 10:07:00,-9.77,Digital Euro
TX_165,USER_117,2026-05-16 08:31:00,56.19,Card
TX_166,USER_124,2026-05-18 08:00:00,58.2,Digital Euro
TX_167,USER_147,2026-05-17 15:07:00,149.76,Digital Euro
TX_168,USER_134,2026-05-27 14:00:00,-53.32,Digital Euro
TX_169,USER_144,2026-05-21 12:06:00,139.29,SEPA
TX_170,USER_142,2026-05-25 12:43:00,-107.58,Digital Euro
TX_171,USER_139,2026-05-21 08:00:00,-79.98,Digital Euro
TX_172,USER_131,2026-05-28 08:52:00,-120.37,SEPA
TX_173,USER_116,2026-05-09 06:49:00,195.45,Digital Euro
TX_174,USER_141,2026-05-06 20:14:00,-26.81,SEPA
TX_175,USER_143,2026-05-19 00:33:00,128.29,Card
TX_176,USER_110,2026-05-08 07:29:00,-103.81,Digital Euro
TX_177,USER_141,2026-05-15 14:59:00,-70.88,Card
TX_178,USER_111,2026-05-09 00:56:00,50.44,SEPA
TX_179,USER_126,2026-05-04 16:25:00,-30.62,Card
TX_180,USER_144,2026-05-08 18:22:00,77.1,SEPA
TX_181,USER_101,2026-05-18 15:18:00,68.52,Digital Euro
TX_182,USER_122,2026-05-15 20:35:00,94.31,SEPA
TX_183,USER_101,2026-05-12 08:52:00,185.21,SEPA
TX_184,USER_134,2026-05-20 16:39:00,32.8,Card
TX_185,USER_149,2026-05-07 20:30:00,48.32,Card
TX_186,USER_131,2026-05-27 00:54:00,82.01,Card
TX_187,USER_113,2026-05-13 13:28:00,-83.76,Digital Euro
TX_188,USER_147,2026-05-22 02:23:00,52.57,SEPA
TX_189,USER_140,2026-05-16 06:22:00,19.68,SEPA
TX_190,USER_148,2026-05-23 08:58:00,-36.94,Digital Euro
TX_191,USER_102,2026-05-01 00:23:00,161.42,Card
TX_192,USER_141,2026-05-14 08:38:00,45.48,SEPA
TX_193,USER_134,2026-05-15 16:12:00,-136.74,Card
TX_194,USER_104,2026-05-19 08:50:00,-78.19,Digital Euro
TX_195,USER_115,2026-05-01 02:04:00,138.42,Card
TX_196,USER_106,2026-05-15 05:25:00,196.46,Digital Euro
TX_197,USER_112,2026-05-04 22:03:00,157.42,SEPA
TX_198,USER_120,2026-05-04 22:03:00,5.9,SEPA
TX_199,USER_113,2026-05-26 02:52:00,-59.18,SEPA
TX_200,USER_133,2026-05-19 14:31:00,-143.7,Card
TX_201,USER_101,2026-05-20 07:19:00,-98.75,SEPA
TX_202,USER_108,2026-05-18 05:35:00,-137.35,Digital Euro
TX_203,USER_133,2026-05-17 10:23:00,150.12,SEPA
TX_204,USER_145,2026-05-22 09:42:00,55.81,Card
TX_205,USER_120,2026-05-25 16:24:00,193.37,Card
TX_206,USER_103,2026-05-14 10:10:00,-132.5,Digital Euro
TX_207,USER_149,2026-05-02 02:38:00,-136.81,Card
TX_208,USER_114,2026-05-03 19:52:00,106.04,Digital Euro
TX_209,USER_119,2026-05-06 23:30:00,154.33,Card
TX_210,USER_113,2026-05-24 23:34:00,-55.43,SEPA
TX_211,USER_136,2026-05-21 03:09:00,-129.9,Digital Euro
TX_212,USER_107,2026-05-06 16:47:00,-91.09,SEPA
TX_213,USER_147,2026-05-04 08:18:00,36.13,Digital Euro
TX_214,USER_109,2026-05-24 05:21:00,124.68,SEPA
TX_215,USER_108,2026-05-27 02:05:00,-124.0,SEPA
TX_216,USER_105,2026-05-26 16:52:00,39.99,Digital Euro
TX_217,USER_121,2026-05-02 13:34:00,-139.83,SEPA
TX_218,USER_104,2026-05-21 08:35:00,165.4,SEPA
TX_219,USER_116,2026-05-23 16:39:00,112.63,Card
TX_220,USER_147,2026-05-24 01:27:00,-73.44,Card
TX_221,USER_134,2026-05-02 02:45:00,-63.08,Card
TX_222,USER_124,2026-05-20 23:19:00,-2.09,Digital Euro
TX_223,USER_108,2026-05-10 06:44:00,-145.53,Card
TX_224,USER_146,2026-05-24 06:32:00,35.47,Card
TX_225,USER_141,2026-05-16 11:46:00,174.61,Digital Euro
TX_226,USER_144,2026-05-01 21:49:00,80.07,Card
TX_227,USER_109,2026-05-08 02:19:00,-17.4,Card
TX_228,USER_139,2026-05-01 22:39:00,-12.24,Digital Euro
TX_229,USER_118,2026-05-13 03:21:00,-93.98,Digital Euro
TX_230,USER_139,2026-05-03 22:47:00,85.72,SEPA
TX_231,USER_104,2026-05-23 10:05:00,24.18,SEPA
TX_232,USER_146,2026-05-05 00:08:00,43.01,SEPA
TX_233,USER_124,2026-05-11 10:05:00,68.48,Digital Euro
TX_234,USER_105,2026-05-01 17:42:00,-134.39,SEPA
TX_235,USER_128,2026-05-14 01:34:00,141.78,SEPA
TX_236,USER_117,2026-05-07 07:31:00,108.63,SEPA
TX_237,USER_147,2026-05-22 20:12:00,38.65,SEPA
TX_238,USER_149,2026-05-01 01:33:00,184.78,Card
TX_239,USER_142,2026-05-03 00:24:00,-118.67,Card
TX_240,USER_111,2026-05-10 19:34:00,124.28,SEPA
TX_241,USER_108,2026-05-10 06:01:00,4.57,Card
TX_242,USER_116,2026-05-19 08:41:00,53.18,SEPA
TX_243,USER_104,2026-05-14 20:41:00,152.72,SEPA
TX_244,USER_123,2026-05-22 10:09:00,-68.25,Digital Euro
TX_245,USER_101,2026-05-21 02:50:00,-35.22,Digital Euro
TX_246,USER_128,2026-05-24 16:56:00,-134.35,Digital Euro
TX_247,USER_111,2026-05-14 06:29:00,-88.31,SEPA
TX_248,USER_106,2026-05-17 17:40:00,94.94,Digital Euro
TX_249,USER_117,2026-05-18 15:29:00,111.76,Digital Euro
TX_250,USER_107,2026-05-14 21:12:00,-102.98,Card
TX_251,USER_108,2026-05-25 06:39:00,-13.66,Digital Euro
TX_252,USER_107,2026-05-18 19:54:00,146.78,SEPA
TX_253,USER_107,2026-05-07 11:33:00,101.27,Card
TX_254,USER_114,2026-05-01 00:42:00,52.27,SEPA
TX_255,USER_122,2026-05-18 13:45:00,51.57,SEPA
TX_256,USER_121,2026-05-03 11:55:00,158.59,SEPA
TX_257,USER_133,2026-05-07 20:19:00,-44.51,Card
TX_258,USER_107,2026-05-23 13:05:00,197.9,Digital Euro
TX_259,USER_110,2026-05-07 21:42:00,-20.28,Card
TX_260,USER_141,2026-05-15 08:53:00,-142.76,SEPA
TX_261,USER_131,2026-05-19 13:20:00,-2.5,Digital Euro
TX_262,USER_107,2026-05-17 03:29:00,181.81,Card
TX_263,USER_109,2026-05-26 22:15:00,176.4,Card
TX_264,USER_143,2026-05-06 11:17:00,-51.58,SEPA
TX_265,USER_139,2026-05-08 21:23:00,-67.32,Digital Euro
TX_266,USER_115,2026-05-07 23:12:00,45.66,SEPA
TX_267,USER_123,2026-05-09 17:59:00,70.89,Card
TX_268,USER_113,2026-05-16 00:14:00,-44.71,SEPA
TX_269,USER_111,2026-05-21 20:55:00,165.47,Card
TX_270,USER_136,2026-05-12 22:53:00,96.56,Digital Euro
TX_271,USER_141,2026-05-02 09:04:00,-42.0,SEPA
TX_272,USER_110,2026-05-03 03:27:00,159.22,Digital Euro
TX_273,USER_120,2026-05-08 17:50:00,50.89,SEPA
TX_274,USER_148,2026-05-13 11:18:00,127.61,SEPA
TX_275,USER_144,2026-05-25 14:59:00,-61.2,Digital Euro
TX_276,USER_106,2026-05-28 09:56:00,-134.41,SEPA
TX_277,USER_138,2026-05-21 10:10:00,-86.21,Card
TX_278,USER_102,2026-05-21 22:02:00,-42.39,Digital Euro
TX_279,USER_122,2026-05-10 10:36:00,-20.98,SEPA
TX_280,USER_119,2026-05-04 18:16:00,92.84,Card
TX_281,USER_106,2026-05-02 17:16:00,41.74,SEPA
TX_282,USER_129,2026-05-18 20:11:00,47.88,Card
TX_283,USER_132,2026-05-26 06:55:00,-73.5,Digital Euro
TX_284,USER_101,2026-05-17 15:48:00,4.12,Digital Euro
TX_285,USER_148,2026-05-22 19:01:00,31.92,Digital Euro
TX_286,USER_128,2026-05-27 00:54:00,162.78,Card
TX_287,USER_101,2026-05-05 19:23:00,-33.03,SEPA
TX_288,USER_150,2026-05-05 01:42:00,41.06,Digital Euro
TX_289,USER_116,2026-05-14 17:41:00,-19.04,Card
TX_290,USER_128,2026-05-20 11:55:00,195.78,Digital Euro
TX_291,USER_117,2026-05-11 17:01:00,-3.83,Card
TX_292,USER_107,2026-05-19 23:51:00,-47.85,Digital Euro
TX_293,USER_112,2026-05-21 02:31:00,-122.22,Card
TX_294,USER_149,2026-05-09 16:09:00,-9.53,Digital Euro
TX_295,USER_100,2026-05-03 14:18:00,57.06,Card
TX_296,USER_129,2026-05-23 21:08:00,94.47,Card
TX_297,USER_103,2026-05-09 05:35:00,-75.68,Card
TX_298,USER_115,2026-05-25 08:57:00,-106.16,Digital Euro
TX_299,USER_145,2026-05-22 15:47:00,154.53,Digital Euro
TX_300,USER_141,2026-05-01 13:49:00,150.12,Card
TX_301,USER_100,2026-05-12 01:38:00,157.2,Card
TX_302,USER_150,2026-05-22 21:29:00,165.71,Digital Euro
TX_303,USER_108,2026-05-25 18:45:00,132.49,Card
TX_304,USER_128,2026-05-20 23:25:00,-47.06,Card
TX_305,USER_124,2026-05-07 07:49:00,86.05,Digital Euro
TX_306,USER_130,2026-05-01 08:50:00,-86.69,Digital Euro
TX_307,USER_127,2026-05-10 05:59:00,10.19,Digital Euro
TX_308,USER_126,2026-05-22 02:53:00,12.47,SEPA
TX_309,USER_106,2026-05-22 06:31:00,116.95,Card
TX_310,USER_100,2026-05-15 05:41:00,-88.1,Card
TX_311,USER_132,2026-05-04 21:45:00,36.97,SEPA
TX_312,USER_105,2026-05-07 13:53:00,-90.05,SEPA
TX_313,USER_122,2026-05-05 10:32:00,118.0,Card
TX_314,USER_102,2026-05-24 10:35:00,68.92,SEPA
TX_315,USER_132,2026-05-01 23:47:00,-64.22,Digital Euro
TX_316,USER_125,2026-05-09 23:13:00,141.0,Card
TX_317,USER_124,2026-05-02 03:48:00,-60.4,Digital Euro
TX_318,USER_145,2026-05-11 01:47:00,137.64,SEPA
TX_319,USER_102,2026-05-19 00:19:00,-61.94,SEPA
TX_320,USER_126,2026-05-19 20:25:00,-141.66,Card
TX_321,USER_129,2026-05-06 10:48:00,-112.2,Digital Euro
TX_322,USER_146,2026-05-26 15:48:00,111.05,Card
TX_323,USER_148,2026-05-24 10:19:00,-141.31,Digital Euro
TX_324,USER_107,2026-05-07 11:54:00,-45.81,SEPA
TX_325,USER_116,2026-05-06 10:46:00,32.88,Card
TX_326,USER_132,2026-05-28 10:11:00,-59.07,Digital Euro
TX_327,USER_146,2026-05-21 03:56:00,124.03,Digital Euro
TX_328,USER_110,2026-05-18 09:49:00,-143.4,SEPA
TX_329,USER_132,2026-05-13 16:49:00,-63.39,Digital Euro
TX_330,USER_125,2026-05-26 19:30:00,-53.96,SEPA
TX_331,USER_134,2026-05-17 19:51:00,-115.33,Card
TX_332,USER_139,2026-05-05 02:53:00,29.87,SEPA
TX_333,USER_129,2026-05-09 22:24:00,117.69,SEPA
TX_334,USER_127,2026-05-27 19:38:00,112.79,SEPA
TX_335,USER_144,2026-05-02 19:59:00,144.73,SEPA
TX_336,USER_122,2026-05-03 19:49:00,115.44,Card
TX_337,USER_133,2026-05-08 17:03:00,-44.49,SEPA
TX_338,USER_128,2026-05-25 23:22:00,-70.47,Digital Euro
TX_339,USER_114,2026-05-03 04:35:00,142.25,Card
TX_340,USER_129,2026-05-09 03:34:00,-96.57,Digital Euro
TX_341,USER_102,2026-05-11 08:17:00,66.26,Digital Euro
TX_342,USER_109,2026-05-19 10:46:00,137.69,Card
TX_343,USER_124,2026-05-14 20:09:00,12.59,SEPA
TX_344,USER_125,2026-05-07 01:56:00,-11.87,SEPA
TX_345,USER_137,2026-05-14 05:36:00,-128.5,SEPA
TX_346,USER_137,2026-05-28 12:51:00,175.05,Card
TX_347,USER_118,2026-05-11 08:11:00,144.13,SEPA
TX_348,USER_100,2026-05-14 13:50:00,29.58,SEPA
TX_349,USER_135,2026-05-09 23:29:00,-58.08,SEPA
TX_350,USER_105,2026-05-11 01:48:00,-48.77,SEPA
TX_351,USER_148,2026-05-20 02:01:00,-138.96,Card
TX_352,USER_149,2026-05-28 04:05:00,198.72,SEPA
TX_353,USER_134,2026-05-23 08:43:00,-114.2,SEPA
TX_354,USER_113,2026-05-15 21:57:00,27.5,SEPA
TX_355,USER_136,2026-05-04 20:46:00,189.78,SEPA
TX_356,USER_117,2026-05-22 15:40:00,18.38,SEPA
TX_357,USER_142,2026-05-14 06:38:00,33.59,Digital Euro
TX_358,USER_136,2026-05-25 12:42:00,22.23,SEPA
TX_359,USER_115,2026-05-06 12:11:00,-45.69,Digital Euro
TX_360,USER_110,2026-05-18 19:04:00,48.58,Digital Euro
TX_361,USER_115,2026-05-12 05:18:00,99.82,Card
TX_362,USER_121,2026-05-03 14:30:00,-111.6,Digital Euro
TX_363,USER_130,2026-05-28 08:23:00,-10.8,Digital Euro
TX_364,USER_114,2026-05-25 21:28:00,-134.11,Card
TX_365,USER_122,2026-05-06 22:17:00,58.54,SEPA
TX_366,USER_130,2026-05-05 22:06:00,-59.97,Digital Euro
TX_367,USER_132,2026-05-11 19:10:00,177.95,Card
TX_368,USER_139,2026-05-19 04:19:00,160.06,SEPA
TX_369,USER_135,2026-05-12 18:03:00,-22.04,SEPA
TX_370,USER_125,2026-05-22 06:25:00,151.04,SEPA
TX_371,USER_103,2026-05-12 12:46:00,62.35,Digital Euro
TX_372,USER_104,2026-05-15 12:59:00,138.42,SEPA
TX_373,USER_136,2026-05-22 23:13:00,-47.93,Card
TX_374,USER_149,2026-05-13 08:18:00,-114.48,Card
TX_375,USER_148,2026-05-12 06:21:00,84.75,SEPA
TX_376,USER_136,2026-05-01 22:12:00,-135.01,Digital Euro
TX_377,USER_112,2026-05-22 19:59:00,-21.81,Digital Euro
TX_378,USER_127,2026-05-10 17:14:00,-130.45,SEPA
TX_379,USER_144,2026-05-21 13:01:00,-73.85,Digital Euro
TX_380,USER_118,2026-05-12 21:29:00,68.48,SEPA
TX_381,USER_102,2026-05-06 13:01:00,-110.45,Digital Euro
TX_382,USER_109,2026-05-17 03:29:00,47.62,Card
TX_383,USER_124,2026-05-12 04:31:00,13.18,Digital Euro
TX_384,USER_136,2026-05-23 05:19:00,81.15,Card
TX_385,USER_118,2026-05-10 21:57:00,-9.1,Digital Euro
TX_386,USER_106,2026-05-24 16:25:00,3.49,SEPA
TX_387,USER_132,2026-05-06 17:36:00,-146.82,Card
TX_388,USER_121,2026-05-07 11:25:00,-119.88,Card
TX_389,USER_123,2026-05-07 05:33:00,187.9,SEPA
TX_390,USER_116,2026-05-06 08:29:00,-34.99,Card
TX_391,USER_107,2026-05-27 02:37:00,172.07,Card
TX_392,USER_141,2026-05-15 11:05:00,-16.18,Digital Euro
TX_393,USER_145,2026-05-09 22:14:00,-81.85,SEPA
TX_394,USER_148,2026-05-07 21:55:00,-102.1,SEPA
TX_395,USER_130,2026-05-27 22:43:00,193.74,SEPA
TX_396,USER_140,2026-05-19 14:26:00,-45.18,Card
TX_397,USER_141,2026-05-20 10:12:00,-124.75,Card
TX_398,USER_149,2026-05-05 14:07:00,8.0,Card
TX_399,USER_135,2026-05-12 07:36:00,-87.19,Card
TX_400,USER_130,2026-05-22 13:03:00,176.53,Digital Euro
TX_401,USER_114,2026-05-15 02:03:00,159.03,Card
TX_402,USER_113,2026-05-26 19:12:00,-25.16,Digital Euro
TX_403,USER_147,2026-05-15 12:03:00,94.88,Digital Euro
TX_404,USER_138,2026-05-21 08:34:00,15.78,SEPA
TX_405,USER_122,2026-05-03 12:40:00,190.36,Digital Euro
TX_406,USER_114,2026-05-08 22:16:00,-95.29,SEPA
TX_407,USER_118,2026-05-04 07:56:00,61.76,Card
TX_408,USER_135,2026-05-27 07:34:00,-26.52,SEPA
TX_409,USER_100,2026-05-17 11:14:00,99.59,Card
TX_410,USER_148,2026-05-08 03:33:00,-42.77,Digital Euro
TX_411,USER_123,2026-05-26 13:39:00,162.37,Digital Euro
TX_412,USER_135,2026-05-12 21:44:00,179.71,Digital Euro
TX_413,USER_137,2026-05-09 22:21:00,167.6,SEPA
TX_414,USER_144,2026-05-25 16:49:00,-142.72,Card
TX_415,USER_122,2026-05-12 09:38:00,-50.35,Card
TX_416,USER_144,2026-05-06 19:17:00,145.91,Card
TX_417,USER_114,2026-05-18 17:05:00,168.07,Card
TX_418,USER_114,2026-05-07 08:48:00,87.05,Card
TX_419,USER_103,2026-05-05 17:37:00,14.46,Card
TX_420,USER_122,2026-05-12 00:04:00,-142.64,Digital Euro
TX_421,USER_109,2026-05-03 13:34:00,-50.37,Card
TX_422,USER_117,2026-05-11 14:21:00,113.28,SEPA
TX_423,USER_125,2026-05-20 06:41:00,-84.33,SEPA
TX_424,USER_105,2026-05-04 17:12:00,160.06,Digital Euro
TX_425,USER_130,2026-05-13 17:06:00,37.34,SEPA
TX_426,USER_131,2026-05-22 05:40:00,74.59,SEPA
TX_427,USER_144,2026-05-11 13:22:00,-35.54,Card
TX_428,USER_121,2026-05-03 20:26:00,-10.53,Card
TX_429,USER_100,2026-05-25 19:35:00,-48.58,Digital Euro
